"","code","number","title","units","time","description","effective","GE"
"7714","PLS","158","Mineral Nutrition of Plants ","4"," Laboratory—3 hours; Lecture—3 hours","Prerequisite(s): PLS 100A or PLB 111 or ENH 102 or VEN 110 Evolution and scope of plant nutrition; essential elements; mechanisms of absorption and membrane transporters; translocation and allocation processes; mineral metabolism; deficiencies and toxicities; genetic variation in plant nutrition; applications to management and understanding ecological effects of nutrient availability or deficiency. Not open for credit to students who have completed PLB 158. (Former course PLB 158.). "," 2007 Fall Quarter."," SE. "
"7715","PLS","160","Agroforestry: Global and Local Perspectives ","3"," Lecture/Discussion—3 hours","Prerequisite(s): (PLS 002 or BIS 001C or BIS 002C); (PLS 142 or PLS 150 or BIS 002B); Or general ecology course in lieu of PLS 142 or PLS 150 or BIS 002B. Traditional and evolving use of trees in agricultural ecosystems; their multiple roles in environmental stabilization and production of food, fuel, and fiber; and socioeconomic barriers to the adoption and implementation of agroforestry practices. Not open for credit to students who have previously taken AMR 160. (Former course AMR 160.). (International Agricultural Development 160.) "," 2011 Spring Quarter."," SE. "
"7716","PLS","162","Urban Ecology ","3"," Lecture/Discussion—3 hours","Prerequisite(s): Course in general or plant ecology such as PLB 117, ESP 100, EVE 101, EVE 120 or PLS 163. Application of fundamental concepts and approaches in landscape and ecosystem ecology to urban ecosystems. Ecological and social drivers and responses. Landscape heterogeneity, nutrient dynamics, invasive species, altered hydrology and climate, and pollution. Discussion of primary literature. "," 2017 Winter"," SE, SL. "
"7717","PLS","163","Ecosystem and Landscape Ecology ","4"," Lecture/Discussion—4 hours","Prerequisite(s): Course in general, plant, or soil ecology such as EVE 117, PLB 117, ESP 100, EVE 101, or SSC 112. Integration of concepts to understand and manage ecosystems in a complex and changing world. Emphasis on interactions among biotic, abiotic and human factors and changes over space/time. Local to global controls over water, carbon and nutrients across ecosystems/landscapes. Not open for credit to students who have completed ECL 201. "," 2010 Winter Quarter.",NA
"7718","PLS","164","Practicum in Ecological Restoration ","1"," Fieldwork—3 hours","Prerequisite(s): ENH 160 recommended. Hands-on field course that exposes students to various aspects of ecological restoration throughout the seasonal restoration cycle with real-world practitioners. Emphasis on grassland/rangeland, riparian, and oak woodland communities. May be repeated up to 3 time(s). (P/NP grading only.) "," 2014 Spring",NA
"7719","PLS","170A","Fruit and Nut Cropping Systems ","2"," Laboratory—3 hours; Lecture—1 hour","Prerequisite(s): PLS 002 or BIS 002C; or Consent of Instructor. Overview of production and handling systems of major pomological crops, analysis of current cultural and harvesting problems and concerns associated with commercial fruit growing. Not open for credit to students who have completed AMR 170A. (Former course AMR 170A.). "," 2017 Spring Quarter."," SE. "
"7720","PLS","170B","Fruit and Nut Cropping Systems ","2"," Laboratory—3 hours; Lecture—1 hour","Prerequisite(s): PLS 002 or BIS 002C; or Consent of Instructor. Overview of production and handling systems of major pomological crops, including analysis of current cultural and harvesting problems and concerns associated with commercial fruit growing. Not open for credit to students who have completed AMR 170B. (Former course AMR 170B.). "," 2017 Spring Quarter."," SE. "
"7721","PLS","171","Principles and Practices of Plant Propagation ","4"," Discussion—1 hour; Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): PLS 002 or BIS 001C or BIS 002C Principles and practices of propagating plants covering anatomical, physiological, and practical aspects. Not open for credit to students who have completed PLB 171. (Former course PLB 171.). "," 2007 Fall Quarter."," SE. "
"7722","PLS","172","Postharvest Physiology and Technology ","4"," Discussion/Laboratory—2 hours; Lecture—3 hours","Prerequisite(s): General plant science background (e.g., PLS 002, PLS 012); PLS 196 recommended. Overview of physiological processes related to maturation and senescence of plant products and their responses to postharvest stresses. Targeted approaches and technologies to maintain product quality and limit postharvest disorders. Not open for credit to students who have completed PLB 172. (Former course PLB 172.). "," 2008 Fall Quarter."," SE. "
"7723","PLS","173","Molecular and Cellular Aspects of Postharvest Biology ","3"," Lecture/Discussion—3 hours","Prerequisite(s): PLS 002 or BIS 001C or BIS 002C; Or equivalent. Basic concepts and current knowledge of issues relevant to postharvest biology. Mechanisms of fruit ripening, senescence, programmed cell death. Metabolism and functions of phytohormones, carbohydrates, lipids, pigments, flavor compounds, and phytonutrients at molecular and cellular levels. "," 2017 Spring Quarter."," SE. "
"7724","PLS","174","Microbiology and Safety of Fresh Fruits and Vegetables ","3"," Lecture—3 hours","Prerequisite(s): PLS 002 or BIS 001C or BIS 002C; Or equivalent. Overview of microorganisms on fresh produce, pre- and postharvest factors influencing risk of microbial contamination, attachment of microorganisms to produce, multiplication during postharvest handling and storage, and methods of detection. Mock outbreak trial and presentation of sciencebased forensic discovery. "," 2008 Fall Quarter."," SE. "
"7725","PLS","176","Introduction to Weed Science ","4"," Discussion/Laboratory—4 hours; Lecture—2 hours","Prerequisite(s): PLS 002 or BIS 001C or BIS 002C Weed biology and ecology, methods of weed management, biological control, herbicides and herbicide resistance. Weed control in managed and natural ecosystems; invasive species. Laws and regulations. Application of herbicides. Sight and software-assisted identification of common weeds. Not open for credit to students who have completed PLB 176. (Former course PLB 176.). "," 2011 Fall Quarter."," SE, VL. "
"7726","PLS","178","Biology and Management of Aquatic Plants ","3"," Lecture—3 hours","Prerequisite(s): (PLS 002 or BIS 001C or BIS 002C); (CHE 008B or CHE 118B); PLS 100C, PLB 111, ENH 102, or HYD 122 recommended. Brief survey of common and invasive fresh water plants and macroalgae, their reproductive modes, physiology, growth (photosynthesis, nutrient utilization), development (hormonal interactions), ecology, modes and impacts of invasion, and management. Two Saturday field trips required. Not open for credit to students who have completed former course PLB 178. (Former course PLB 178.). "," 2007 Fall"," SE. "
"7727","PLS","188","Undergraduate Research Proposal ","3"," Lecture/Discussion—3 hours","Prerequisite(s): Upper division standing. Preparation and review of a scientific proposal. Problem definition, identification of objectives, literature survey, hypothesis generation, design of experiments, data analysis planning, proposal outline and preparation. (Biotechnology 188) "," 2008 Summer Quarter."," OL, SE, WE. "
"7728","PLS","189L","Laboratory Research in Plant Sciences ","2-5"," Discussion—1 hour; Laboratory—3-12 hours","Prerequisite(s): PLS 188; and Consent of Instructor. Formulating experimental approaches to current questions in plant science; performance of proposed experiments. May be repeated up to 12 unit(s). (P/NP grading only.) "," 2008",NA
"7729","PLS","190","Seminar on Alternatives in Agriculture ","2"," Discussion—1 hour; Seminar—1 hour","Prerequisite(s): Upper division standing or consent of instructor. Seminar on topics related to alternative theories, practices and systems of agriculture and the relationship of agriculture to the environment and society. Scientific, technological, social, political and economic perspectives. May be repeated up to 2 time(s) for a total of three times. (P/NP grading only.) "," 2017 Winter Quarter."," SE. "
"7730","PLS","190C","Research Group Conference ","1"," Discussion—1 hour","Prerequisite(s): Consent of Instructor. Advanced standing. Weekly conference on research problems, progress and techniques in the plant sciences. May be repeated for credit. May be repeated for credit. (P/NP grading only.) "," 2007 Fall Quarter.",NA
"7731","PLS","192","Internship ","1-12"," Internship—3-36 hours","Prerequisite(s): Consent of Instructor. Completion of 84 units. Work experience on or off campus in subject areas pertaining to plant and environmental sciences. Internship supervised by a faculty member. May be repeated for credit. (P/NP grading only.) "," 2007 Winter Quarter.",NA
"7732","PLS","193","Garden and Farm-Based Experiential Education Methods ","2"," Laboratory—3 hours; Lecture—1 hour","Prerequisite(s): Upper division standing or consent of instructor. Methods of teaching children and youth about fruit and vegetable production and consumption. Lesson and activity planning for garden and farm field trips. Basic biology, ecology, plant science, and crop management practices. Mentorship in experiential learning. Preparation of garden site. (P/NP grading only.) "," 2015 Winter Quarter."," OL, SE. "
"7733","PLS","194H","Senior Honors Thesis ","1-2"," Independent Study—3-6 hours","Prerequisite(s): Senior standing; overall GPA of 3.250 or higher and consent of master advisor. Independent study of selected topics under the direction of a member or members of the staff. Completion will involve the writing of a senior thesis. (P/NP grading only.) "," 2016 Fall Quarter."," SE, WE. "
"7734","PLS","196","Postharvest Technology of Horticultural Crops ","3"," Fieldwork—45 hours; Lecture/Discussion—45 hours","Prerequisite(s): Upper division or graduate student standing. Intensive study of postharvest considerations and current procedures and challenges in postharvest handling for fruits, nuts, vegetables, and ornamentals in California. Scheduled first two weeks immediately following last day of spring quarter. Not open for credit to students who have completed PLB 196. (Former course PLB 196.). (P/NP grading only.) "," 2007 Fall Quarter."," SE. "
"7735","PLS","197T","Tutoring in Plant Sciences ","1-5"," Tutorial—1-5 hours","Prerequisite(s): Consent of Instructor. Upper division standing, completion of course being tutored or the equivalent. Leading small voluntary discussion or lab groups affiliated with one of the department's regular courses. May be repeated up to 8 unit(s). (P/NP grading only.) "," 2007 Winter Quarter.",NA
"7736","PLS","198","Directed Group Study ","1-5"," Variable—3-15 hours","May be repeated for credit. (P/NP grading only.) "," 2007 Winter",NA
"7737","PLS","199","Special Study for Advanced Undergraduates ","1-5"," Variable—3-15 hours","May be repeated for credit. (P/NP grading only.) "," 2007 Winter",NA
"7738","PLS","205","Experimental Design and Analysis ","5"," Discussion/Laboratory—2 hours; Lecture—3 hours","Prerequisite(s): PLS 120; Or equivalent. Introduction to the research process and statistical methods to plan, conduct and interpret experiments. Not open for credit to students who have completed AGR 205. (Former course AGR 205.). "," 2010 Winter Quarter.",NA
"7739","PLS","206","Applied Multivariate Modeling in Agricultural and Environmental Sciences ","4"," Discussion—1 hour; Lecture—3 hours","Prerequisite(s): PLS 120; (STA 106 or STA 108 or PLS 205) Multivariate linear and nonlinear models. Model selection and parameter estimation. Analysis of manipulative and observational agroecological experiments. Discriminant, principal component, and path analyses. Logistic and biased regression. Bootstrapping. Exercises based on actual research by UCD students. Not open for credit to students who have complete AGR 206. (Former course AGR 206.). "," 2017 Winter Quarter.",NA
"7740","PLS","212","Postharvest Biology and Biotechnology of Fruits and Nuts ","3"," Lecture—3 hours","Prerequisite(s): PLS 172 Review of postharvest biology of fruits and nuts and biotechnological approaches to address postharvest challenges. Morphology, biology and postharvest handling of fruits and nuts are presented along with current research, including biotechnology, and discussion of future research needs and approaches. Not open for credit to students who have completed POM 212. "," 2008 Spring Quarter.",NA
"7741","PLS","213","Postharvest Physiology of Vegetables ","3"," Discussion—1 hour; Lecture—2 hours","Prerequisite(s): PLS 172 or PLS 100B or PLB 112 Comparative physiology of harvest vegetables; emphasis on maturation, senescence, compositional changes, physiological disorders and effects of environmental factors. Concepts and research procedures. Not open for credit to students who have completed VCR 212. (Former course VCR 212.). "," 2010 Spring Quarter.",NA
"7742","PLS","220","Genomics and Biotechnology of Plant Improvement ","3"," Lecture—3 hours","Prerequisite(s): BIS 101; Or the equivalent. Integration of modern biotechnology and classical plant breeding including the impact of structural, comparative and functional genomics on gene discovery, characterization and exploitation. Also covers molecular markers, plant transformation, hybrid production, disease resistance, and novel output traits. Not open for credit to students who have completed VCR 220. (Former course VCR 220.). (Genetics 220.) "," 2007 Winter Quarter.",NA
"7743","PLS","221","Genomics and Breeding of Vegetable Crops ","3"," Lecture—3 hours","Prerequisite(s): BIS 101; Or equivalent. Preview of genome structure, mapping, gene tagging and development of other genetic resources applied to improvement of major vegetables. For graduate students contemplating a career in modern vegetable breeding and biotechnology. Not open for credit to students who have completed VCR 221. (Former course VCR 221.). "," 2007 Winter Quarter.",NA
"7744","PLS","222","Advanced Plant Breeding ","4"," Laboratory—3 hours; Lecture—3 hours","Prerequisite(s): PLS 154; PLS 205; GGG 201D or ANG 107 recommended. Philosophy, methods, and problems in developing improved plant species. Topics include: inbreeding, heterosis, progeny testing, breeding methodology, index selection, germplasm conservation, and breeding for stress resistance. Laboratories include tours of breeding facilities and calculation and interpretation of quantitative data. "," 2014 Winter Quarter.",NA
"7745","PLS","230","Forest Biology ","4"," Lecture—3 hours; Seminar—1 hour","Prerequisite(s): Graduate standing or advanced undergraduate with consent of instructor. Cross-disciplinary review of forest biology, including physiology, genetics, pathology, ecology, and silviculture. "," 2014 Spring Quarter.",NA
"7746","PLS","290","Seminar ","1-2"," Seminar—1-2 hours","Topics of current interest related to Plant Sciences. (S/U grading only.) "," 2007 Winter Quarter.",NA
"7747","PLS","290C","Research Conference ","1"," Discussion—1 hour","Prerequisite(s): Consent of Instructor. May be repeated for credit. (S/U grading only.) "," 2007 Winter Quarter.",NA
"7748","PLS","297T","Tutoring in Plant Sciences ","1-5"," Tutorial—1-5 hours","Prerequisite(s): Consent of Instructor. Graduate standing; completion of course to be tutored or the equivalent. Designed for graduate students who desire teaching experience but are not teaching assistants. May be repeated up to 5 unit(s) Same course may not be tutored more than one time. (S/U grading only.) "," 2007 Winter Quarter.",NA
"7749","PLS","298","Group Study ","1-5"," Variable",""," 2007 Winter Quarter.",NA
"7750","PLS","299","Research ","1-12"," Variable—3-36 hours","May be repeated for credit. (S/U grading only.) "," 2007 Winter",NA
"7751","PLS","396","Teaching Assistant Training Practicum ","1-4"," Variable—3-12 hours","Prerequisite(s): Consent of Instructor. Graduate standing. May be repeated for credit. (S/U grading only.) "," 2007 Winter Quarter.",NA
"7752","PMD","192","Internship in Human Pathology ","1-12"," Internship—3-36 hours","Prerequisite(s): Upper division standing; approval of project prior to period of internship by preceptor. Supervised work experience in pathology and related fields. (P/NP grading only.) "," 1997 Winter Quarter.",NA
"7753","PMD","199","Special Study in Pathology for Advanced Undergraduates ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Advanced undergraduates. (P/NP grading only.) "," 1997 Winter Quarter.",NA
"7754","PMD","290C","Research Group Conferences ","1"," Seminar—1 hour","Prerequisite(s): Graduate level standing. Focused around the mechanisms of function of the central nervous system under normal and pathogenic conditions. Seminars lead by various speakers from UC Davis and other Institutions, both domestic and international. May be repeated for credit. (S/U grading only.) "," 2017 Fall Quarter.",NA
"7755","PMD","296","Neurodevelopment Group Study ","1-6"," Variable—1-6 hours","Explore mechanisms that impact perinatal development of the cerebral cortex, and other cortical structures, under normal and pathological conditions. (S/U grading only.) "," 2017 Summer Quarter.",NA
"7756","PMD","298","Advanced Group Study ","1-5"," Variable—1-5 hours","Prerequisite(s): Consent of Instructor. Group Study provides the opportunity for a faculty member to work with students in a focused manner. (S/U grading only.) ","",NA
"7757","PMD","299","Research ","1-12"," Variable","Prerequisite(s): Consent of Instructor. (S/U grading only.) "," 1997 Winter",NA
"7758","PMD","405","Brain Cutting Conference ","1-4"," Seminar—1-4 hours","Prerequisite(s): Third- and fourth year medical students or consent of instructor. Current specimens are sectioned, discussed, and clinical correlations proposed. (H/P/F grading only.) "," 1997 Winter Quarter.",NA
"7759","PMD","407","Advanced Neuropathology ","3-18"," Lecture/Discussion—40 hours","Prerequisite(s): Consent of Instructor. Third or fourth year medical student. Restricted to Medical students only. Presents an integrated introduction to mechanisms of the central and peripheral nervous system injury. Gain an understanding of pathological mechanisms underlying disease, the anatomic and molecular manifestations of pathologic processes of the CNS and PNS. (H/P/F grading only.) "," 2015 Fall Quarter.",NA
"7760","PMD","410A","General and Endocrine Pathology ","2.5"," Discussion/Laboratory—4.5 hours; Lecture—4 hours","Restricted to medical students only. Pathologic mechanisms of human disease. Concepts of general pathologic processes, i.e., cell death, inflammation and neoplasia. Endocrine pathology in the context of clinical human disease. Emphasis on integration of clinical practice with gross and histologic images emphasizing teambased learning. (P/F grading only.) "," 2015 Winter Quarter.",NA
"7761","PMD","410B","Systemic Pathology ","1"," Discussion/Laboratory—0.5 hours; Lecture—1 hour","Prerequisite(s): Approval by SOM Committee on Student progress. Restricted to Medical students only. Anatomic and clinical pathology of organ system human disease with an emphasis on integration with clinical medicine. Topics include hematopathology and neuropathology. (P/F grading only.) "," 2010 Spring Quarter.",NA
"7762","PMD","410C","Systemic Pathology ","2"," Discussion—2 hours; Lecture—1 hour","Prerequisite(s): Approval by SOM Committee on Student progress. Restricted to Medical students only. Anatomic and clinical pathology of organ system human disease with an emphasis on integration with clinical medicine. Topics include pulmonary pathology, cardiovascular pathology, hematopatology, oncologic pathology, and nephropathology. (P/F grading only.) "," 2010 Spring Quarter.",NA
"7763","PMD","410D","Systemic Pathology ","2.5"," Discussion—2 hours; Lecture—1 hour","Prerequisite(s): Approval by SOM Committee on Student progress. Restricted to Medical students only. Anatomic and clinical pathology of organ system human disease with emphasis on integration with clinical medicine. Course content parallels concurrent clinical courses with integration of lectures and discussions. Topics include gastrointestinal and gynecologic pathology, hepatopathology, oncologic pathology and musculoskeletal pathology. (P/F grading only.) "," 2010 Spring Quarter.",NA
"7764","PMD","435","Clinical Patient Care in Pathology ","3-9"," Clinical Activity—24 hours; Independent Study—7 hours; Lecture/Discussion—4 hours","Prerequisite(s): and Consent of Instructor. Completed one of the following 3rd year clerkships: Family Medicine, Internal Medicine, Surgery, OBGYN or Pediatrics. Four-week course is designed to give the third-year medical student an exposure to the diverse roles that pathologists have in clinical patient care. May be repeated for credit. (H/P/F grading only.) "," 2015 Summer",NA
"7765","PMD","440","Surgery-Pathology-Radiology ","SPR"," Research Laboratory (2) Discussion/Laboratory—2 hours; Lecture/Discussion—1 hour","Prerequisite(s): Consent of Instructor. Provide future clinicians and scientists with basic clinical and bioengineering laboratory skills to prepare for careers in translational research (P/F grading only.) "," 2014 Summer",NA
"7766","PMD","464","Anatomic Pathology ","3-6"," Clinical Activity—40 hours; Variable","Prerequisite(s): Consent of Instructor. Fourth-year Medical Students. Restricted to Medical Students only. Anatomic pathology with an emphasis on autopsy and surgical pathology with application to clinical practice. Specimen grossing, frozen sections, microscopic sign-out and conferences. Exposure to cytopathology, hematopathology, and clinical pathology is available. (H/P/F grading only.) "," 2010 Winter Quarter.",NA
"7767","PMD","465","Applied Clinical Laboratory Medicine ","3-6"," Variable—40 hours","Prerequisite(s): Consent of Instructor. Emphasis upon laboratory techniques, procedures, and interpretation of laboratory results. Students will be expected to participate fully and in all laboratory operations including bench techniques, laboratory management, and quality control. May be repeated for credit. (H/P/F grading only.) "," 2012 Winter Quarter.",NA
"7768","PMD","470","Sub-Specialty in Didactic Pathology ","3-16"," Lecture/Lab—25 hours","Prerequisite(s): Consent of Instructor. Externship provides in-depth exposure to one of a variety of sub-specialties in Pathology. May be repeated for credit. (H/P/F grading only.) "," 2011 Spring Quarter.",NA
"7769","PMD","474","Anatomic Pathology Acting Internship ","3-9"," Clinical Activity—40-80 hours","Prerequisite(s): Fourth-year medical student or consent of instructor. Restricted to medical students only. Anatomic Pathology AI will permit students to gain skills needed for first year Pathology Residency. Students will perform autopsies and take full responsibility for a variety of surgical pathology cases. A mix of outpatient and inpatient cases is expected. May be repeated for credit. (H/P/F grading only.) "," 2011 Summer Quarter.",NA
"7770","PMD","475","Anatomic Pathology Acting Internship ","3-9"," Clinical Activity—40-80 hours","Prerequisite(s): PMD 410A; PMD 410B; PMD 410C; PMD 410D; and Consent of Instructor. Or equivalent. Successful completion of third-year clinical rotations. Restricted to Medical Students only. Year four level course is designed to provide a concentrated experience in Surgical Pathology and Cytolopathology. Rotate on the surgical and cytopathology sub-specialty teams and assume responsibility for patient cases. May be repeated for credit. (H/P/F grading only.) "," 2015 Summer Quarter.",NA
"7771","PMD","493","Interdisciplinary Study of Gastrointestinal Cancer ","6"," Clinical Activity—12 hours; Discussion/Laboratory—20 hours; Laboratory—3 hours; Lecture—5 hours","Prerequisite(s): Consent of Instructor. In-depth study of gastrointestinal, hepatic and pancreatic cancer. Emphasis on an integration of basic science and clinical medicine. Participating departments include pathology, surgical oncology, medical oncology, gastroenterology, radiology and radiotherapy. (Surgery 493D.) (H/P/F grading only.) "," 2012 Summer Quarter.",NA
"7772","PMD","497T","Tutoring in Pathology ","1-5"," Tutorial—3-15 hours","Prerequisite(s): Advanced standing or consent of instructor. Assist instructor by tutoring medical students in preparation for one of the departmental courses that is a component of the required curriculum of the School of Medicine. (H/P/F grading only.) ","",NA
"7773","PMD","498","Advanced Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Medical student. Group study in variety of advanced topics in general, special, experimental, or comparative pathology. (H/P/F grading only.) "," 1997 Winter Quarter.",NA
"7774","PMD","499","Research ","1-18"," Variable","Prerequisite(s): Medical student with consent of instructor. Limited enrollment. Research in experimental, molecular, comparative, and applied pathology. May be repeated for credit. (H/P/F grading only.) "," 2017 Fall Quarter.",NA
"7775","PMI","099","Special Study for Undergraduates ","1-5"," Variable—3-15 hours","Prerequisite(s): Consent of Instructor. May be repeated for credit. (P/NP grading only.) "," 2003 Fall Quarter.",NA
"7776","PMI","126","Fundamentals of Immunology ","3"," Lecture—3 hours","Prerequisite(s): BIS 102; or Consent of Instructor. Or equivalent. Overview of immunology including components of the immune system, initiation and regulation of the immune response, infection and immunity, hypersensitivity and immune dysfunction. Clinical immunologic techniques, immunodeficiency, and vaccinology. "," 2004 Fall Quarter.",NA
"7777","PMI","126L","Immunology Laboratory ","2"," Laboratory—6 hours","Prerequisite(s): PMI 126 (can be concurrent); Or equivalent. Laboratory procedures in clinical immunology. Cells of the innate and adaptive systems. Quantitative and qualitative characterization of the immune response. "," 2014 Winter Quarter.",NA
"7778","PMI","127","Medical Bacteria and Fungi ","5"," Review all entries Laboratory—6 hours; Lecture—3 hours","Prerequisite(s): Any Microbiology course with lab; Immunology strongly recommended. Introduction to the bacterial and mycotic pathogens of man and animals, with emphasis on pathogenic mechanisms and ecologic aspects of infectious disease. "," 2015 Spring Quarter.",NA
"7779","PMI","127","Medical Bacteria and Fungi ","3"," Review all entries Lecture—3 hours","Prerequisite(s): PMI 127L (can be concurrent); Any Microbiology course with lab; Immunology strongly recommended; PMI 127L to be taken concurrently. Pass One restricted to Microbiology majors. Introduction to the bacterial and mycotic pathogens of man and animals, with emphasis on pathogenic mechanisms and ecologic aspects of infectious disease. "," 2018",NA
"7780","PMI","127L","Medical Bacteria and Fungi Lab ","2"," Laboratory—6 hours","Prerequisite(s): PMI 127 (can be concurrent); Any Microbiology course with lab; Immunology strongly recommended. Pass One restricted to Microbiology majors. Introduction to the bacterial and mycotic pathogens of man and animals, with emphasis on pathogenic mechanisms and ecologic aspects of infectious disease. "," 2018 Fall Quarter.",NA
"7781","PMI","128","Biology of Animal Viruses ","3"," Lecture—3 hours","Prerequisite(s): BIS 102 Fundamental physical and chemical properties of animal viruses; methods of propagation, purification and assay. Mechanisms of viral replication and pathogenesis of viral infections in man and animals. Immunity to virus diseases and oncogenic properties of animal viruses. Two units of credit given if completed MIC 162. "," 2004 Fall",NA
"7782","PMI","129Y","One Health: Human, Animal & Environment Interfaces ","3"," Lecture/Discussion—3 hours; Web Electronic Discussion","Class size limited to upper division undergraduate students in good standing with the school and who fulfill the course prerequisites below; enrollment limited to 100 students/term. Introduction to fundamentals, challenges, and opportunities in One Health using local and global health case studies. Animal, human, and environmental health problems, along with tools and transdisciplinary approaches, will be introduced to foster innovative thinking that addresses complex issues. "," 2013 Spring Quarter."," OL, SE, SL, SS. "
"7783","PMI","198","Directed Group Study ","1-5"," Independent Study—3-5 hours","Prerequisite(s): Consent of Instructor. May be repeated for credit. (P/NP grading only.) "," 2004 Fall Quarter.",NA
"7784","PMI","199","Special Study for Advanced Undergraduates ","1-5"," Variable—3-15 hours","May be repeated for credit. (P/NP grading only.) "," 2003 Fall Quarter.",NA
"7785","PMI","200","Research Foundations ","1"," Seminar—1 hour","Introduction to key components of graduate school success including mentor/mentee relationship issues, avoiding plagiarism, hypothesis development and experimental design, demystifying the grant writing process, understanding the NIH administrative structure, preparing for a non-academic career, and strategies to maintain a work-life balance. (S/U grading only.) "," 2018 Fall Quarter.",NA
"7786","PMI","201","Integrative Pathobiology Core I ","5"," Discussion—2 hours; Lecture—3 hours","Overview of molecular biology techniques, tissue structure and function, cell membrane pathology and cellular mechanisms of disease including cellular responses and adaptations to stress, cell cycle, cell death, cell biomechanics, vascular disturbances, and mechanisms of neoplasia and tumorigenesis. "," 2014 Winter Quarter.",NA
"7787","PMI","202","Integrative Pathobiology Core II ","4"," Discussion—2 hours; Lecture—2 hours","The second required core course in the graduate group with topics in inflammation, host-pathogen interaction, regenerative medicine, integrative pathology and population and ecosystem health. "," 2014 Spring Quarter.",NA
"7788","PMI","203","Experimental Design and Data Analysis in Pathobiology ","2"," Lecture—1 hour; Lecture/Lab—2 hours","Follows two required core courses in, courses 201 and 202, for Ph.D. and M.S. students. Goal is to bridge gap between statistics and real-world pathobiology to increase students' skills and independence in experiment design and data analysis. "," 2013",NA
"7789","PMI","206","Mentored Scientific Writing ","1"," Discussion—1.5 hours","Prerequisite(s): Consent of Instructor. Enrollment limited to 12 students. Drafting a scientific manuscript for publication based on research results. Students engage in collaborative peer review and learn effective writing, including how to convey a persuasive message and write clearly and succinctly. May be repeated up to 1 time(s). (S/U grading only.) "," 2017 Winter Quarter.",NA
"7790","PMI","214","Vector-borne Infectious Diseases: Changing Patterns ","2"," Lecture/Discussion—2 hours","Prerequisite(s): Open to graduate students, MPVM and MPH students, DVM and medical students with second- or third-year standing. Open to upper division undergraduate students with consent of instructor(s) Vector-borne infectious diseases especially as they relate to changing patterns associated with climatic changes, trade and population movement. (ENT 214) "," 2010 Fall Quarter.",NA
"7791","PMI","221","Topics in Virus Research ","1"," Discussion—1 hour","Prerequisite(s): Graduate student standing (Ph.D. or M.S.). Restricted to 10 students. Discussion-based seminar covering graduate student virology research. Informal presentations and discussion of technical problems in research design and experimentation are encouraged. Current stage of the research project is not important. May be repeated up to 4 time(s). (S/U grading only.) "," 2010 Fall Quarter.",NA
"7792","PMI","270","Advanced Immunology ","3"," Discussion—1 hour; Lecture—2 hours","Prerequisite(s): Introductory course in Immunology. Restricted to graduate student status in the Comparative Pathology Graduate Group; all other students require consent of instructor. Current concepts of immunology with an emphasis on interactions between the host, the environment and the pathogen. These interactions will include those that are protective and successful for the host as well as those that are deleterious. "," 2008 Summer Session 1.",NA
"7793","PMI","290","Seminar ","1"," Seminar—1 hour","Prerequisite(s): Graduate level standing. Topics in pathology, microbiology or immunology. May be repeated for credit. (S/U grading only.) "," 2005 Winter Quarter.",NA
"7794","PMI","291A","Seminar in Immunology ","1"," Seminar—1 hour","Prerequisite(s): PMI 126; Or the equivalent course. Students choose topic for each quarter. Individual or pairs of students choose a paper for all to read and present a seminar based on the subject of the paper. All students participate in discussion. May be repeated for credit. (S/U grading only.) "," 1997 Fall Quarter.",NA
"7795","PMI","293A","Seminar in Infectious Diseases ","1"," Seminar—1 hour","Prerequisite(s): Current enrollment in health science professional school or graduate standing in biological sciences. Discussion of current topics and cases of infectious diseases. May be repeated up to 1 time(s) topic differs. (S/U grading only.) "," 2004 Fall",NA
"7796","PMI","298","Group Study ","1-5"," Variable—3-15 hours","Prerequisite(s): Consent of Instructor. Group study. May be repeated for credit. (S/U grading only.) "," 2005 Winter Quarter.",NA
"7797","PMI","299","Research ","1-12"," Variable—3-36 hours","Prerequisite(s): Consent of Instructor. Graduate standing. May be repeated for credit. (S/U grading only.) "," 2004 Winter Quarter.",NA
"7798","PMR","100","Research Approaches to Disability and Rehabilitation ","2"," Lecture/Discussion—2 hours","Discussion and evaluation of research approaches to medical rehabilitation, community integration, and quality of life of disabled persons, with a focus on the progressive disabilities associated with neuromuscular diseases. Intent is to encourage interest in professions that serve the disabled community and increase awareness of rehabilitation goals. "," 2002 Winter Quarter.",NA
"7799","PMR","198","Directed Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Advanced standing. (P/NP grading only.) ","",NA
"7800","PMR","199","Special Study for Advanced Undergraduates ","1-5"," Variable","Prerequisite(s): Consent of Instructor. Advanced standing. (P/NP grading only.) ","",NA
"7801","PMR","299","Research ","1-12"," Variable","Prerequisite(s): Consent of Instructor. (S/U grading only.) "," 1997 Winter",NA
"7802","PMR","405","Healthy Living: Leading by Example ","1.5"," Clinical Activity—1 hour; Discussion—2 hours; Laboratory—4 hours; Lecture—4 hours","Prerequisite(s): Consent of Instructor. Course is to improve the physical and mental health of participating students while supplementing their medical education with specific concepts. May be repeated for credit. (P/F grading only.) "," 2014 Fall Quarter.",NA
